consec	entered	SN	date	ID	geno	tment	sm	no_data_sheet	Obs	HHMMSS	FTime	EBal.	Photo	Cond	Ci	FCnt	DCnt	Fo	Fm	Fo.	Fm.	Fs	Fv.Fm	Fv..Fm.	PhiPS2	Adark	RedAbs	BlueAbs	X.Blue	LeafAbs	PhiCO2	qP	qN	NPQ	ParIn.Fs	PS2.1	ETR	Trmmol	VpdL	CTleaf	Area	BLC_1	StmRat	BLCond	Tair	Tleaf	TBlk	CO2R	CO2S	H2OR	H2OS	RH_R	RH_S	Flow	PARi	PARgrp	genotmentPARgrp	PARo	Press	CsMch	HsMch	StableF	BLCslope	BLCoffst	f_parin	f_parout	alphaK	Status	fda	Trans	Tair_K	Twall_K	R.W.m2.	Tl.Ta	SVTleaf	h2o_i	h20diff	CTair	SVTair	CndTotal	vp_kPa	VpdA	CndCO2	Ci_Pa	Ci.Ca	RHsfc	C2sfc	AHs.Cs	Fv	PARabs	Fv.	qP_Fo	qN_Fo
718	10045	PSC-1283	120921	2696	oil	co	-	1	31	13:10:04	2413.5	0	4.656610233	0.281141056	355.9019889	16	16	0	0	334.387207	1263.127197	394.385498	#DIV/0!	0.735270361	0.68777056	-1	0.87	0.92	9.574599266	0.8747873	0.032623588	0.935398183	3.777438762	-1	400.5137939	0.5	120.4851529	6.042868033	1.700266627	21.79840088	2	4.644859791	1	9.289719582	25.26691437	21.79840088	25.45410728	401.0616455	396.3604736	7.740814686	11.72216606	18.82142258	28.50188828	300.0002747	198.2084045	200	oilco200	1432.411133	78.55122375	37.54281616	0.772761405	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500001373	0.006042868	294.9484009	298.4169144	31.71334402	-0.783595072	2.621057116	33.36748928	21.64532321	23.53265762	2.91192064	0.272882625	0.920790489	1.991130151	0.171274868	27.95653676	0.897925027	35.58376928	395.683766	0.004187681	0	173.390195	928.7399902	0.68777056	#DIV/0!
717	10036	PSC-1283	120921	2696	oil	co	-	1	22	13:04:27	2076	0	13.56901023	0.34796487	308.8455064	15	15	0	0	333.59375	1182.893066	432.765625	#DIV/0!	0.717984863	0.634146452	-1	0.87	0.92	9.386978149	0.874693489	0.041558305	0.883230949	3.545908958	-1	600.5100708	0.5	166.5465959	9.05430925	2.075579553	22.30643654	2	4.644859791	1	9.289719582	28.78696251	22.30643654	29.93945885	399.6038513	388.2149658	2.006036043	7.99374485	3.966768742	15.80696297	300.0122986	400.7894897	400	oilco400	1391.260254	78.55208588	37.57421875	0.709014952	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500061493	0.009054309	295.4564365	301.9369625	64.12631693	-1.043538555	2.703504885	34.41671668	26.42297183	25.54669952	3.284802981	0.335401733	0.627925332	2.656877649	0.210719726	24.26045874	0.795552809	24.39500535	386.243091	0.008570149	0	350.5679572	849.2993164	0.634146452	#DIV/0!
716	10026	PSC-1283	120921	2696	oil	co	-	1	12	12:59:12	1761.5	0	20.15912002	0.416653617	289.6007008	14	14	0	0	325.9741211	1057.087524	446.5930176	#DIV/0!	0.691629961	0.577525032	-1	0.87	0.92	9.361335754	0.874680668	0.040268963	0.835020264	3.242857196	-1	801.2622681	0.5	202.3788098	9.776620471	1.88644858	21.36954308	2	4.644859791	1	9.289719582	27.80091286	21.36954308	29.16577911	399.0346069	383.0997925	2.025726557	8.487526894	4.242304802	17.77469635	300.0291138	600.7276611	600	oilco600	1341.898071	78.55435181	37.16156006	0.718885481	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500145569	0.00977662	294.5195431	300.9509129	96.11642363	-1.048541258	2.553180754	32.5020918	24.01456491	24.58522797	3.101893867	0.398768436	0.666732174	2.435161694	0.250777717	22.74939534	0.755940636	27.80580347	380.1702302	0.014744461	0	525.4448719	731.1134033	0.577525032	#DIV/0!
715	10016	PSC-1283	120921	2696	oil	co	-	1	2	12:54:21	1470.5	0	27.206132	0.428691984	261.484	13	13	0	0	281.6877441	418.592041	345.1577148	#DIV/0!	0.327059006	0.175431731	-1	0.87	0.92	9.866202354	0.874933101	0.040230996	0.536391683	1.486014389	-1	1986.059448	0.5	152.4211533	9.453916379	1.773410022	21.48987961	2	4.644859791	1	9.289719582	23.62145424	21.48987961	22.73907661	399.3015137	378.7792969	3.929220676	10.16699219	10.54319191	27.28087044	300.0365906	801.3235474	800	oilco800	1307.106567	78.55416107	35.73959351	0.720689833	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500182953	0.009453916	294.6398796	296.7714542	128.2117647	-1.060803954	2.572069564	32.7426266	22.57563441	22.55566692	2.744775206	0.409781813	0.798659542	1.946115665	0.257748014	20.54065626	0.6903334	32.64763053	374.8256492	0.023696771	0	701.1044963	136.9042969	0.175431731	#DIV/0!
723	10152	PSC-1283	120921	2696	oil	co	-	1	138	14:04:44	5694	0	28.25069529	0.405641345	250.8321418	21	20	311.3813477	1672.865479	325.5061035	975.6175537	439.9528809	0.813863487	0.666358911	0.549051901	-1	0.87	0.92	9.86294651	0.874931473	0.03341225	0.823958219	0.517492169	0.714673411	799.4171143	0.5	192.0131114	9.587695114	1.894399535	21.9934864	2	4.644859791	1	9.289719582	25.13379097	21.9934864	25.25642014	400.0329895	378.7799072	3.327047586	9.656585693	8.14872551	23.65126038	300.0253906	1000.590637	1000	oilco1000	1393.033325	78.50118256	36.27145386	0.728191912	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500126953	0.009587695	295.1434864	298.283791	160.0944984	-0.910128464	2.652452932	33.78870032	24.13211462	23.56363869	2.917363424	0.388669836	0.758053396	2.159310028	0.244388477	19.69061975	0.662210791	30.04793902	374.6744616	0.022656339	1361.484131	875.4482403	650.1114502	0.806437029	0.512123431
724	10162	PSC-1283	120921	2696	oil	co	-	1	148	14:09:29	5978.5	0	29.60123594	0.441782656	254.2133631	22	21	311.3813477	1672.865479	313.2087402	863.4199219	425.7509766	0.813863487	0.637246336	0.506901606	-1	0.87	0.92	9.929843903	0.874964922	0.029159972	0.79545629	0.595330817	0.9374877	1000.44342	0.5	221.8588954	9.95495729	1.813196241	21.61109161	2	4.644859791	1	9.289719582	24.10001945	21.61109161	24.43589401	399.8745117	377.6394653	3.342102766	9.911376953	8.707165718	25.82206917	300.0724182	1199.392212	1200	oilco1200	1466.791748	78.49798584	36.62670898	0.724752009	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500362091	0.009954957	294.7610916	297.2500195	191.9027496	-0.877940647	2.591219369	33.01001091	23.09863395	22.85555553	2.79516399	0.421726974	0.778023128	2.017140862	0.265310735	19.95523697	0.673164185	31.73704702	373.3377565	0.025163697	1361.484131	1049.426113	550.2111816	0.792823121	0.59453176
725	10171	PSC-1283	120921	2696	oil	co	-	1	157	14:13:34	6224	0	32.26142802	0.47530361	249.405316	23	22	311.3813477	1672.865479	300.3100586	748.8549805	408.8996582	0.813863487	0.598974346	0.453966831	-1	0.87	0.92	9.910624504	0.874955312	0.027125066	0.757906969	0.673204509	1.23389778	1199.883911	0.5	238.2973589	11.4079199	1.938222553	21.95068359	2	4.644859791	1	9.289719582	25.38609886	21.95068359	25.64722824	399.6427612	375.283905	1.474449039	9.010305405	3.557434082	21.73935318	300.0357361	1401.471313	1400	oilco1400	1514.901855	78.50054932	36.60083008	0.700506747	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.50017868	0.01140792	295.1006836	298.5360989	224.2354051	-0.961253925	2.645536476	33.70086578	24.69056038	23.66839123	2.935832412	0.452168639	0.707313924	2.228518488	0.284596694	19.57845431	0.664577704	28.78125891	370.595612	0.025054925	1361.484131	1226.224771	448.5449219	0.77708757	0.67867886
726	10185	PSC-1283	120921	2696	oil	co	-	1	171	14:20:17	6626.5	0	34.22550179	0.499809443	247.0729654	24	23	311.3813477	1672.865479	290.8049316	663.4958496	389.2958984	0.813863487	0.561707987	0.413265511	-1	0.87	0.92	9.974285126	0.874987143	0.025170149	0.735730167	0.730336765	1.521290042	1401.428589	0.5	253.3796962	11.67861407	1.891855144	21.74043465	2	4.644859791	1	9.289719582	23.80347633	21.74043465	23.76611519	399.5526123	373.8247986	1.456988215	9.171417236	3.864125252	24.32381058	299.9963989	1599.446533	1600	oilco1600	1479.492432	78.49781036	36.11965942	0.705232203	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.499981995	0.011678614	294.8904346	296.9534763	255.9114396	-0.945080847	2.611791315	33.27215502	24.10073778	22.77195549	2.781036385	0.474291415	0.719936171	2.061100214	0.298623803	19.39468679	0.660932518	29.7727085	368.8510825	0.027625943	1361.484131	1399.495152	372.690918	0.778723823	0.741374509
727	10193	PSC-1283	120921	2696	oil	co	-	1	179	14:24:02	6851	0	34.50146794	0.506035079	246.8645471	25	24	311.3813477	1672.865479	279.7575684	593.2543945	372.8239746	0.813863487	0.528435742	0.371561377	-1	0.87	0.92	9.951600075	0.8749758	0.022569175	0.703134455	0.77496587	1.819811356	1599.408203	0.5	259.989572	11.86193839	1.898500299	21.85096931	2	4.644859791	1	9.289719582	22.93105888	21.85096931	22.31539726	399.1563721	373.2111206	1.481254935	9.313430786	4.140328407	26.03242683	300.0816956	1797.771851	1800	oilco1800	1444.05896	78.4871521	36.12121582	0.696935236	1	-1.355140209	7.355140209	1	0	0.159999996	111115	1.500408478	0.011861938	295.0009693	296.0810589	287.6434897	-0.894498047	2.629484957	33.50210687	24.18867608	22.3910141	2.717448875	0.47989401	0.730984659	1.986464217	0.302177705	19.37569526	0.661460856	30.03144247	368.1973006	0.028140588	1361.484131	1573.006863	313.4968262	0.782020212	0.792966337
728	10202	PSC-1283	120921	2696	oil	co	-	1	188	14:28:22	7111.5	0	37.31000063	0.528458754	241.3709671	26	25	311.3813477	1672.865479	272.9558105	544.3061523	361.8098145	0.813863487	0.498525215	0.335282519	-1	0.87	0.92	9.000982285	0.874500491	0.02204148	0.672548767	0.806165821	2.073390722	1797.919678	0.5	263.5792747	12.21724943	1.876456674	21.81791687	2	4.644859791	1	9.289719582	22.06051254	21.81791687	21.14554596	399.625	371.7272339	1.460865617	9.527169228	4.304934978	28.07502747	300.034668	1987.519287	2000	oilco2000	1327.799561	78.4835968	35.66165161	0.734752238	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.50017334	0.012217249	294.9679169	295.2105125	318.0030788	-0.87304689	2.624183182	33.43607185	23.90890262	21.93921471	2.643685916	0.500014714	0.747726508	1.895959408	0.31494602	18.94366166	0.649322797	30.85717904	366.3052725	0.03142956	1361.484131	1738.086593	271.3503418	0.783498941	0.828918458
275	4148	PSC-2900	120828	2014	cab	co	19	NA	62	17:06:25	2315.5	0	-1.573223671	0.070541768	417.2249374	41	41	0	0	401.4174805	1558.318848	415.1691895	#DIV/0!	0.7424035	0.733578792	-1	0.87	0.92	0	0.87	-0.496497783	0.988113326	3.882040328	-1	50.71595764	0.5	16.18380567	2.022998773	2.22822482	21.84114647	2	4.644859791	1	9.289719582	23.12948799	21.84114647	22.92224693	399.6774597	400.1849976	3.745643377	5.083336353	10.36300182	14.06397057	300.9233398	1.327050805	0	cabco0	1.224412441	78.6262207	-60.48547363	-2.553957939	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504616699	0.002022999	294.9911465	296.279488	0.212328124	-0.298857997	2.627908346	33.42279869	28.33946233	22.48531723	2.733070457	0.070010144	0.399683526	2.333386931	0.043803795	32.80482001	1.042580156	14.19621133	400.4136215	-0.000557769	0	1.1545342	1156.901367	0.733578792	#DIV/0!
274	4139	PSC-2900	120828	2014	cab	co	19	NA	53	17:02:07	2057.5	0	2.202742961	0.092179035	342.1738332	40	40	0	0	395.9919434	1492.813232	428.451416	#DIV/0!	0.734734436	0.712990609	-1	0.87	0.92	9.666633606	0.874833317	0.072247703	0.970405869	3.769807082	-1	101.5136185	0.5	31.65945519	2.628221669	2.219210979	21.97149467	2	4.644859791	1	9.289719582	23.46141052	21.97149467	23.30912399	399.9129028	397.7537842	3.728659391	5.466159821	10.10899925	14.81964493	300.8753662	50.67254639	50	cabco50	1.459020734	78.60845184	-60.39303589	-2.625333309	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504376831	0.002628222	295.1214947	296.6114105	8.107607241	-0.364934133	2.64889734	33.6973605	28.23120068	22.7164526	2.771691474	0.091273357	0.429686361	2.342005113	0.057126532	26.89775529	0.860265438	15.38761207	397.4336773	0.000852846	0	44.33003183	1096.821289	0.712990609	#DIV/0!
273	4133	PSC-2900	120828	2014	cab	co	19	NA	47	16:59:27	1897.5	0	4.419686315	0.106526378	312.961123	39	39	0	0	392.2358398	1424.001343	446.465332	#DIV/0!	0.724553743	0.68647127	-1	0.87	0.92	7.843864441	0.873921932	0.061207139	0.947440099	3.630472277	-1	201.1512299	0.5	60.33755413	2.973952415	2.175751915	21.79143333	2	4.644859791	1	9.289719582	23.13702393	21.79143333	22.71966553	399.7054138	395.9845886	3.686695814	5.652457714	10.18972588	15.62292957	300.8647461	101.3209915	100	cabco100	1.265804887	78.58350372	-60.24337769	-2.647212029	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.50432373	0.002973952	294.9414333	296.2870239	16.21135828	-0.400160094	2.619941847	33.33959066	27.68713295	22.46422863	2.729570266	0.105318675	0.444189932	2.285380334	0.065931622	24.59358157	0.790336624	16.26315535	395.3423113	0.001818122	0	88.54663668	1031.765503	0.68647127	#DIV/0!
272	4126	PSC-2900	120828	2014	cab	co	19	NA	40	16:56:04	1694.5	0	8.884630134	0.118478191	257.1078089	38	38	0	0	384.9189453	1338.536011	485.2021484	#DIV/0!	0.71243288	0.637512817	-1	0.87	0.92	9.888549805	0.874944275	0.056135474	0.894839127	3.477449024	-1	399.9373474	0.5	111.5401644	3.29803617	2.17176069	21.84409142	2	4.644859791	1	9.289719582	23.40590286	21.84409142	23.11341286	399.8059692	393.0378113	3.6312778	5.811041355	9.874184608	15.80140495	300.8464966	201.2531281	200	cabco200	1.095265985	78.57804108	-60.19177246	-2.678504944	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504232483	0.003298036	294.9940914	296.5559029	32.20049977	-0.38360813	2.628380936	33.44930594	27.63826459	22.62499714	2.756353226	0.116986185	0.456620246	2.299732979	0.073248965	20.20302797	0.654155406	16.77958263	391.7466797	0.00380553	0	176.0852722	953.6170654	0.637512817	#DIV/0!
271	4118	PSC-2900	120828	2014	cab	co	19	NA	32	16:52:30	1480.5	0	15.83132107	0.132334392	182.4369053	37	37	0	0	370.5126953	1187.497314	507.0297852	#DIV/0!	0.687988604	0.573026584	-1	0.87	0.92	10.08128929	0.875040645	0.048106924	0.832901273	3.205011136	-1	597.6651611	0.5	149.8410961	3.727396352	2.199702549	22.13293076	2	4.644859791	1	9.289719582	23.41065598	22.13293076	22.9250412	400.7087097	389.2199097	3.587288857	6.050197124	9.751367569	16.44631958	300.8512268	399.8364563	400	cabco400	1.160320997	78.57478333	-60.25427246	-2.722322464	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504256134	0.003727396	295.2829308	296.560656	63.97383158	-0.344764985	2.675095477	34.04521608	27.99501896	22.77179337	2.781009049	0.130475732	0.475392928	2.305616121	0.081712309	14.33494031	0.468724494	17.26738451	386.9192715	0.007065182	0	349.8731505	816.9846191	0.573026584	#DIV/0!
270	4110	PSC-2900	120828	2014	cab	co	19	NA	24	16:48:45	1255.5	0	20.50392353	0.154803514	158.3730922	36	36	0	0	377.095459	575.7919922	477.1652832	#DIV/0!	0.345083877	0.171288782	-1	0.87	0.92	9.901966095	0.874950983	0.041116936	0.496368545	1.526913089	-1	2000.00647	0.5	149.8697729	4.44612927	2.248142238	22.33744049	2	4.644859791	1	9.289719582	24.24311447	22.33744049	23.86100388	400.7754517	386.0055542	2.922057629	5.860113144	7.555295944	15.1519556	300.8843384	597.741272	600	cabco600	1.214539886	78.57644653	-60.50845337	-2.705355644	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504421692	0.004446129	295.4874405	297.3931145	95.63860138	-0.316345603	2.708609105	34.4710053	28.61089215	23.29027748	2.869644681	0.152266157	0.460466867	2.409177814	0.095391107	12.44439481	0.410287081	16.68037202	383.0258844	0.008929242	0	522.9943135	198.6965332	0.171288782	#DIV/0!
277	4213	PSC-2900	120828	2014	cab	co	19	NA	127	17:38:36	4247	0	25.12246159	0.202456542	169.8948893	43	42	368.9370117	1723.95459	351.6467285	837.236084	437.4265137	0.785993776	0.579990954	0.477535044	-1	0.87	0.92	10.0017767	0.875000888	0.037364113	0.823349124	0.646151298	1.059102113	599.0494385	0.5	125.1544833	4.492195557	1.741606116	22.04736137	2	4.644859791	1	9.289719582	23.63898277	22.04736137	23.50969887	399.9626465	382.122467	8.747182846	11.69826031	23.46237564	31.37798691	300.8829651	799.0076294	800	cabco800	1.128766775	78.60783386	-61.10083008	-3.634904861	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504414825	0.004492196	295.1973614	296.7889828	127.8412178	-0.210055591	2.661181019	33.85389074	22.15563043	22.84317207	2.793067351	0.198138391	0.919574903	1.873492448	0.124217346	13.35506923	0.44460848	34.45821726	378.4716224	0.022872923	1355.017578	699.1323855	485.5893555	0.853748371	0.654396312
278	4227	PSC-2900	120828	2014	cab	co	19	NA	141	17:45:27	4657.5	0	25.67497232	0.169280698	126.3138635	44	43	368.9370117	1723.95459	377.4716797	1099.566284	528.9450684	0.785993776	0.656708572	0.518951176	-1	0.87	0.92	10.04768276	0.875023841	0.03041748	0.790230549	0.463717958	0.567849628	799.0142212	0.5	181.414042	3.775580103	1.744646217	22.09225464	2	4.644859791	1	9.289719582	22.17387962	22.09225464	21.57174301	400.0086975	381.9849243	9.270736694	11.75073433	27.17798615	34.44831848	300.9046631	1002.214905	1000	cabco1000	1.133675098	78.61865997	-60.51513672	-3.647691727	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504523315	0.00377558	295.2422546	295.3238796	160.3543812	-0.020986197	2.668473204	33.94198279	22.19124846	22.13306713	2.675117704	0.166251207	0.923826987	1.751290717	0.104175004	9.930626688	0.330677614	34.28885442	378.2537877	0.023274463	1355.017578	876.9619359	722.0946045	0.780999663	0.4607972
279	4235	PSC-2900	120828	2014	cab	co	19	NA	149	17:49:04	4874.5	0	26.87271503	0.167489732	111.8915907	45	44	368.9370117	1723.95459	361.6574707	930.0916748	502.045166	0.785993776	0.611159329	0.460219697	-1	0.87	0.92	10.07768726	0.875038844	0.026518395	0.753027361	0.582738452	0.853531901	1002.233215	0.5	201.804725	3.684348556	1.720317427	22.03676224	2	4.644859791	1	9.289719582	20.58725166	22.03676224	19.41625404	400.1767883	381.3795471	9.525577545	11.94543266	30.77672005	38.59516525	300.872345	1201.170654	1200	cabco1200	1.388032675	78.61954498	-59.79464722	-3.686614037	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504361725	0.003684349	295.1867622	293.7372517	192.1873004	0.055075335	2.659461908	33.82698168	21.88154902	21.31200695	2.544192507	0.164523443	0.939144481	1.605048026	0.103089603	8.796865945	0.293386448	34.97067077	377.4743522	0.024895913	1355.017578	1051.07098	568.4342041	0.762795958	0.58586909
280	4248	PSC-2900	120828	2014	cab	co	19	NA	162	17:55:30	5260.5	0	28.38996214	0.207419407	146.7051054	46	45	368.9370117	1723.95459	345.0410156	797.5222168	474.5153809	0.785993776	0.567358741	0.405012963	-1	0.87	0.92	10.18803024	0.875094015	0.024004755	0.713856918	0.671856736	1.161638326	1201.138916	0.5	212.8564817	5.098373408	1.933607403	21.95334053	2	4.644859791	1	9.289719582	20.41117859	21.95334053	18.99328804	400.6142578	380.4517212	5.701388836	9.059977531	18.62385178	29.5948391	300.8515015	1399.094482	1400	cabco1400	1.233289838	78.62689972	-61.05065918	-3.216815948	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504257507	0.005098373	295.1033405	293.5611786	223.8551122	-0.071764499	2.645965348	33.6521643	24.59218677	21.18225956	2.524025096	0.202889325	0.712357945	1.811667151	0.127205193	11.53496761	0.38560768	26.95857251	376.326037	0.020337494	1355.017578	1224.339208	452.4812012	0.753658391	0.683705059
281	4261	PSC-2900	120828	2014	cab	co	19	NA	175	18:01:38	5628	0	30.7288754	0.237415238	156.6892782	47	46	368.9370117	1723.95459	333.4216309	702.8664551	454.3649902	0.785993776	0.525625916	0.35355431	-1	0.87	0.92	10.06953621	0.875034768	0.022657443	0.672634852	0.734314227	1.452748424	1399.089111	0.5	216.419718	5.535865361	1.839000454	21.84062195	2	4.644859791	1	9.289719582	19.70585251	21.84062195	18.26609802	400.3356018	378.5125122	6.390869141	10.03443623	21.80344772	34.23404312	300.8214722	1600.362915	1600	cabco1600	1.279663682	78.61166382	-61.0289917	-3.388635635	1	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504107361	0.005535865	294.9906219	292.8558525	256.0580607	-0.045765839	2.627824181	33.4279171	23.39348087	20.77323723	2.461361605	0.231498874	0.788823727	1.672537878	0.145206962	12.31760486	0.413960631	30.24624168	374.0469327	0.024848031	1355.017578	1400.373192	369.4448242	0.744173567	0.753560803
282	4269	PSC-2900	120828	2014	cab	co	19	NA	183	18:05:11	5841.5	0	32.07643409	0.249640767	157.0111027	48	47	368.9370117	1723.95459	325.8461914	649.4018555	443.7480469	0.785993776	0.498236433	0.316681893	-1	0.87	0.92	10.08746433	0.875043732	0.021005013	0.635605651	0.768576124	1.654680727	1600.337891	0.5	221.7352206	5.783696139	1.828408295	22.03171921	2	4.644859791	1	9.289719582	19.63896179	22.03171921	18.0471096	400.2383118	377.4602356	6.758231163	10.5630064	23.14881325	36.18122101	300.811615	1799.558472	1800	cabco1800	1.359548569	78.59845734	-61.26651001	-3.488762856	0.25	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504058075	0.005783696	295.1817192	292.7889618	287.929349	0.026696908	2.658644303	33.82565502	23.26264862	20.8353405	2.470787375	0.243107781	0.830236008	1.640551367	0.152516109	12.34083045	0.415967267	31.50738548	372.7988262	0.02710965	1355.017578	1574.692361	323.5556641	0.733260561	0.793017561
283	4277	PSC-2900	120828	2014	cab	co	19	NA	191	18:08:50	6060	0	32.71757626	0.262350992	160.7379545	49	48	368.9370117	1723.95459	320.7648926	609.8952637	434.8928223	0.785993776	0.474065611	0.286938515	-1	0.87	0.92	10.11349869	0.875056749	0.019252939	0.605271735	0.793947767	1.826640396	1799.450928	0.5	225.9098034	6.281144835	1.892349219	22.06528854	2	4.644859791	1	9.289719582	19.11011314	22.06528854	17.2919693	398.9350586	375.6191406	5.686121464	9.820252419	20.12511635	34.75720978	300.883667	2001.35022	2000	cabco2000	1.175193787	78.58674622	-61.21484375	-3.372310638	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504418335	0.006281145	295.2152885	292.2601131	320.216028	0.043798353	2.664090903	33.90000263	24.07975021	20.58770084	2.433389019	0.255145429	0.771741685	1.661647335	0.160097983	12.63187284	0.427928018	29.37534081	370.8645592	0.02591485	1355.017578	1751.295018	289.1303711	0.726277021	0.822173339
792	5368	PSC-2900	120903	2312a	cab	co	25	NA	56	18:07:27	2217.5	0	-3.679446771	0.078357837	458.6631127	50	49	338.8330078	1517.024658	445.7744141	1647.355469	457.3544922	0.776646341	0.729399985	0.72237049	-1	0.87	0.92	0	0.87	-1.775357721	0.990362633	-0.121662339	-0.079115172	51.05224228	0.5	16.04220546	2.127371241	2.098930804	22.14918327	2	4.644859791	1	9.289719582	22.82272148	22.14918327	21.93824005	399.935791	401.8134766	5.989313126	7.393032551	16.80934525	20.7489624	300.8640442	1.73476243	0	cabco0	1.530044556	78.29191589	-61.587883	-2.917000294	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504320221	0.002127371	295.2991833	295.9727215	0.277561983	-0.344377451	2.677745486	34.2020687	26.80903615	22.48595238	2.733175937	0.077702425	0.578814683	2.154361254	0.048622478	35.90961384	1.141482652	20.62048014	402.3481809	-0.001885729	1178.19165	1.509243314	1201.581055	0.909423424	-0.110619364
791	5359	PSC-2900	120903	2312a	cab	co	25	NA	47	18:02:22	1911.5	0	0.577929861	0.095237774	373.2901025	49	48	338.8330078	1517.024658	442.2897949	1583.878906	466.3088379	0.776646341	0.720755297	0.7055906	-1	0.87	0.92	9.666633606	0.874833317	0.0353055	0.978959993	-0.06220534	-0.042209191	98.07598877	0.5	30.26988705	2.53623361	2.063795776	21.75891685	2	4.644859791	1	9.289719582	22.8766098	21.75891685	21.94443321	400.7553101	399.6972046	5.36274004	7.036920547	15.0021143	19.68558693	300.8500366	51.08813095	50	cabco50	1.65226686	78.29373169	-60.9734726	-2.874214649	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504250183	0.002536234	294.9089169	296.0266098	8.174100769	-0.365295133	2.614742545	33.3965758	26.35965525	22.31776333	2.705368652	0.094271309	0.550946769	2.154421882	0.059005644	29.22627513	0.933932232	20.25966142	399.6132187	0.000293	1178.19165	44.69359905	1141.589111	0.89761355	-0.056743101
790	5350	PSC-2900	120903	2312a	cab	co	25	NA	38	17:57:40	1629.5	0	3.258994768	0.143923166	345.832529	48	47	338.8330078	1517.024658	436.6196289	1502.12793	490.3022461	0.776646341	0.709332594	0.673594881	-1	0.87	0.92	8.166498184	0.874083249	0.049692984	0.949617833	0.013788096	0.009917084	201.5307312	0.5	59.32843062	3.44957235	1.867911021	20.93159676	2	4.644859791	1	9.289719582	22.72803879	20.93159676	21.93979263	400.0520325	396.9754639	5.612493515	7.887396336	15.84320259	22.26490211	300.8800354	98.05262756	100	cabco100	1.466941357	78.29557037	-61.00798798	-3.035554886	0.5	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504400177	0.003449572	294.0815968	295.8780388	15.68842006	-0.466822034	2.485459216	31.74457002	23.85717368	21.82981777	2.626091066	0.14172742	0.617548195	2.008542871	0.088774329	27.07715511	0.871168524	24.49684388	396.5018605	0.002013486	1178.19165	85.70615928	1065.508301	0.869792917	0.012643723
789	5345	PSC-2900	120903	2312a	cab	co	25	NA	33	17:55:25	1494.5	0	8.891883973	0.177497775	298.5986581	47	46	338.8330078	1517.024658	431.3334961	1370.755371	522.0695801	0.776646341	0.685331529	0.619137308	-1	0.87	0.92	9.888549805	0.874944275	0.056095277	0.903412847	0.134724581	0.106707068	400.1092529	0.5	108.3717204	4.126386279	1.817659902	20.90010262	2	4.644859791	1	9.289719582	22.75551224	20.90010262	21.93974304	400.1273499	393.1386108	5.748473167	8.468055725	16.19952965	23.86347008	300.8876343	201.5451355	200	cabco200	1.602001667	78.29311371	-61.03728485	-3.111357212	0.75	-1.355140209	7.355140209	1	0	0.159999996	111115	1.504438171	0.004126386	294.0501026	295.9055122	32.24722096	-0.517436478	2.480650352	31.6841448	23.21608908	21.82780743	2.625768694	0.174169927	0.66299045	1.962778244	0.109150378	23.37821869	0.759525139	26.62721928	391.8464251	0.00604232	1178.19165	176.3407624	939.421875	0.822431824	0.124147279
